run_id,phase,block_id,sample_id,method,mse,sqnr_bits,quantize_seconds,dequantize_seconds,original_vector,dequantized_vector,batch_n,dim,seed
seed0_20260703_180959,final,0,0,Uniform scalar 2-bit (gpu),0.09836734918638412,1.6631872540973394,7.408999954350293e-05,4.642700150725432e-05,"[-0.7901524901390076,-2.03462553024292,0.6033017635345459,0.7442945241928101,-0.3096868097782135,0.3673213720321655,1.710394263267517,1.0607978105545044,0.7076390385627747,0.6877493858337402,-0.8635674715042114,0.9640167355537415,-1.6484627723693848,-0.3320918083190918,-0.4372938275337219,-1.7285187244415283,-0.11033888906240463,1.6434550285339355,-0.3401273488998413,-1.2076033353805542,-0.09105371683835983,0.8539243340492249,0.19321811199188232,-0.0026657164562493563]","[-1.0,-2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,1.0,-2.0,0.0,0.0,-2.0,0.0,1.0,0.0,-1.0,0.0,1.0,0.0,0.0]",1,24,0
seed0_20260703_180959,final,0,0,QTIP bitshift (gpu),0.10519716136376807,1.6147650814297454,0.008075128997006686,8.819600043352693e-05,"[-0.7901524901390076,-2.03462553024292,0.6033017635345459,0.7442945241928101,-0.3096868097782135,0.3673213720321655,1.710394263267517,1.0607978105545044,0.7076390385627747,0.6877493858337402,-0.8635674715042114,0.9640167355537415,-1.6484627723693848,-0.3320918083190918,-0.4372938275337219,-1.7285187244415283,-0.11033888906240463,1.6434550285339355,-0.3401273488998413,-1.2076033353805542,-0.09105371683835983,0.8539243340492249,0.19321811199188232,-0.0026657164562493563]","[-0.527773916721344,-1.8356715440750122,0.07350250333547592,1.0181772708892822,-0.07350250333547592,0.13257279992103577,1.8356715440750122,1.0863057374954224,0.034277018159627914,0.6440681219100952,-0.8374426960945129,0.32379430532455444,-1.9533236026763916,-0.24224059283733368,-0.527773916721344,-1.8356715440750122,0.06368788331747055,0.879913330078125,-0.33413028717041016,-0.8944265246391296,0.07350250333547592,0.9858254790306091,-0.17219878733158112,-0.24224059283733368]",1,24,0
seed0_20260703_180959,final,0,0,Leech shells <= 13 exact (gpu),0.07258977498399238,1.8823938445841801,0.0014813730012974702,0.00017744300203048624,"[-0.7901524901390076,-2.03462553024292,0.6033017635345459,0.7442945241928101,-0.3096868097782135,0.3673213720321655,1.710394263267517,1.0607978105545044,0.7076390385627747,0.6877493858337402,-0.8635674715042114,0.9640167355537415,-1.6484627723693848,-0.3320918083190918,-0.4372938275337219,-1.7285187244415283,-0.11033888906240463,1.6434550285339355,-0.3401273488998413,-1.2076033353805542,-0.09105371683835983,0.8539243340492249,0.19321811199188232,-0.0026657164562493563]","[-0.7071067690849304,-2.1213202476501465,0.7071067690849304,0.7071067690849304,-0.7071067690849304,0.7071067690849304,2.1213202476501465,0.7071067690849304,0.7071067690849304,0.7071067690849304,-0.7071067690849304,1.4142135381698608,-1.4142135381698608,-0.7071067690849304,-0.7071067690849304,-2.1213202476501465,0.0,1.4142135381698608,0.0,-0.7071067690849304,0.0,0.7071067690849304,0.0,0.0]",1,24,0
seed0_20260703_180959,final,1,1,QTIP bitshift (gpu),0.14524371478353817,1.6848788919974191,0.008122998999169795,8.814500324660912e-05,"[-1.4092222452163696,0.5010157227516174,0.4857310950756073,1.34126615524292,1.4890532493591309,0.6885829567909241,-1.6424168348312378,-1.4353934526443481,-1.0979784727096558,0.29492494463920593,-0.7872461080551147,1.309537649154663,0.24385526776313782,0.3647674024105072,0.7505081295967102,0.34024789929389954,-1.410567045211792,2.4519290924072266,1.4629888534545898,1.523128628730774,-0.7474826574325562,-1.847497820854187,-1.5066347122192383,-1.0534632205963135]","[-1.6189000606536865,1.159889578819275,0.1523558795452118,2.1065540313720703,1.4045462608337402,0.516552209854126,-1.1991522312164307,-1.104142665863037,-0.7830567955970764,0.6930450797080994,-0.7437441945075989,1.0181772708892822,-0.07350250333547592,0.1029927134513855,1.3064303398132324,0.40756407380104065,-1.550199031829834,2.335232973098755,1.6563239097595215,0.8514286875724792,-0.40756407380104065,-1.2403559684753418,-1.2403559684753418,-1.3064303398132324]",1,24,0
seed0_20260703_180959,final,1,1,Leech shells <= 13 exact (gpu),0.1303455330590908,1.762946187909744,0.0010089850002259482,0.00014724599895998836,"[-1.4092222452163696,0.5010157227516174,0.4857310950756073,1.34126615524292,1.4890532493591309,0.6885829567909241,-1.6424168348312378,-1.4353934526443481,-1.0979784727096558,0.29492494463920593,-0.7872461080551147,1.309537649154663,0.24385526776313782,0.3647674024105072,0.7505081295967102,0.34024789929389954,-1.410567045211792,2.4519290924072266,1.4629888534545898,1.523128628730774,-0.7474826574325562,-1.847497820854187,-1.5066347122192383,-1.0534632205963135]","[-1.0606601238250732,0.3535533845424652,0.3535533845424652,1.0606601238250732,1.0606601238250732,1.0606601238250732,-1.0606601238250732,-1.0606601238250732,-1.0606601238250732,0.3535533845424652,-1.0606601238250732,1.0606601238250732,0.3535533845424652,0.3535533845424652,0.3535533845424652,1.0606601238250732,-1.0606601238250732,1.7677669525146484,1.7677669525146484,1.0606601238250732,-0.3535533845424652,-1.7677669525146484,-1.0606601238250732,-1.0606601238250732]",1,24,0
seed0_20260703_180959,final,1,1,Uniform scalar 2-bit (gpu),0.2136917168291577,1.406351265702439,7.965999975567684e-05,4.530500154942274e-05,"[-1.4092222452163696,0.5010157227516174,0.4857310950756073,1.34126615524292,1.4890532493591309,0.6885829567909241,-1.6424168348312378,-1.4353934526443481,-1.0979784727096558,0.29492494463920593,-0.7872461080551147,1.309537649154663,0.24385526776313782,0.3647674024105072,0.7505081295967102,0.34024789929389954,-1.410567045211792,2.4519290924072266,1.4629888534545898,1.523128628730774,-0.7474826574325562,-1.847497820854187,-1.5066347122192383,-1.0534632205963135]","[-1.0,1.0,0.0,1.0,1.0,1.0,-2.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,-1.0,1.0,1.0,1.0,-1.0,-2.0,-2.0,-1.0]",1,24,0
seed0_20260703_180959,final,2,2,Leech shells <= 13 exact (gpu),0.06683509240462397,1.6690157243009391,0.0015712719978182577,0.00026363500001025386,"[0.8821394443511963,0.9003193974494934,1.458392858505249,2.1424498558044434,0.5209075808525085,0.35456183552742004,-0.36300233006477356,-0.33646270632743835,-1.1577837467193604,0.5108001232147217,0.31817105412483215,-0.40519827604293823,-0.8105854988098145,0.45695143938064575,1.3061600923538208,0.08149811625480652,0.28376904129981995,-0.5481664538383484,-0.24852584302425385,-0.31650224328041077,-0.28507864475250244,-0.5972447991371155,0.3963833749294281,1.299729347229004]","[0.3535533845424652,1.0606601238250732,1.0606601238250732,2.4748737812042236,1.0606601238250732,0.3535533845424652,-0.3535533845424652,-0.3535533845424652,-1.0606601238250732,0.3535533845424652,0.3535533845424652,-0.3535533845424652,-1.0606601238250732,0.3535533845424652,1.7677669525146484,0.3535533845424652,0.3535533845424652,-0.3535533845424652,-0.3535533845424652,-0.3535533845424652,-0.3535533845424652,-0.3535533845424652,0.3535533845424652,1.7677669525146484]",1,24,0
seed0_20260703_180959,final,2,2,QTIP bitshift (gpu),0.14889261814293822,1.0912184634970714,0.00822653400246054,8.85459994606208e-05,"[0.8821394443511963,0.9003193974494934,1.458392858505249,2.1424498558044434,0.5209075808525085,0.35456183552742004,-0.36300233006477356,-0.33646270632743835,-1.1577837467193604,0.5108001232147217,0.31817105412483215,-0.40519827604293823,-0.8105854988098145,0.45695143938064575,1.3061600923538208,0.08149811625480652,0.28376904129981995,-0.5481664538383484,-0.24852584302425385,-0.31650224328041077,-0.28507864475250244,-0.5972447991371155,0.3963833749294281,1.299729347229004]","[1.159889578819275,0.1523558795452118,2.335232973098755,1.7390198707580566,0.9858254790306091,-0.1523558795452118,-0.19210973381996155,-0.33413028717041016,-0.8944265246391296,0.06368788331747055,0.879913330078125,-0.33413028717041016,-0.8944265246391296,0.0931539535522461,1.0863057374954224,0.024481236934661865,0.6083298325538635,-0.9391450881958008,-0.1523558795452118,-0.19210973381996155,-0.33413028717041016,-0.879913330078125,0.13257279992103577,1.8356715440750122]",1,24,0
seed0_20260703_180959,final,2,2,Uniform scalar 2-bit (gpu),0.16462957698071357,1.0187428028902434,7.843699859222397e-05,4.5155000407248735e-05,"[0.8821394443511963,0.9003193974494934,1.458392858505249,2.1424498558044434,0.5209075808525085,0.35456183552742004,-0.36300233006477356,-0.33646270632743835,-1.1577837467193604,0.5108001232147217,0.31817105412483215,-0.40519827604293823,-0.8105854988098145,0.45695143938064575,1.3061600923538208,0.08149811625480652,0.28376904129981995,-0.5481664538383484,-0.24852584302425385,-0.31650224328041077,-0.28507864475250244,-0.5972447991371155,0.3963833749294281,1.299729347229004]","[1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,1.0]",1,24,0
seed0_20260703_180959,final,3,3,Leech shells <= 13 exact (gpu),0.17364885560149487,1.70107626176939,0.0018417600003886037,0.00015201599671854638,"[-0.9471755027770996,1.3992067575454712,-0.40300244092941284,-0.36708879470825195,-2.156466007232666,-2.421475648880005,0.7355030179023743,-1.0910834074020386,0.8053083419799805,0.05062587559223175,0.25047314167022705,1.333304762840271,-0.07235507667064667,-3.2661097049713135,-1.738625407218933,0.9726320505142212,1.9966802597045898,-0.09595107287168503,-0.7021989822387695,-1.3922152519226074,0.546053946018219,-1.7978869676589966,-1.245811104774475,0.1359330415725708]","[-0.3535533845424652,1.0606601238250732,-0.3535533845424652,-0.3535533845424652,-1.7677669525146484,-1.7677669525146484,1.0606601238250732,-1.0606601238250732,0.3535533845424652,-0.3535533845424652,0.3535533845424652,1.0606601238250732,-0.3535533845424652,-2.4748737812042236,-1.0606601238250732,0.3535533845424652,1.7677669525146484,-0.3535533845424652,-0.3535533845424652,-1.0606601238250732,0.3535533845424652,-1.0606601238250732,-1.0606601238250732,0.3535533845424652]",1,24,0
